"customer_id","first_name","last_name","email","phone_number","city","signup_source","created_at"
CUST_0001077,Kendall,Thomas,kendall.thomas@student.edu,"212-262-5188",staten island,Web,2025-04-12 20:30:45.000
CUST_0001078,Hayden,Patel,hayden.patel@mail.com,"212-915-4620",New York,Mobile App,2025-06-19 18:58:10.000
CUST_0001079,Sloan,King,sloan.king@example.com,"347-227-7869",queens,Partner,2024-12-09 12:07:41.000
CUST_0001080,Avery,Jackson,avery.jackson@demo.org,"347-379-5429",Staten Island,Referral,2025-09-10 13:50:05.000
CUST_0001081,Sam,Nelson,sam.nelson@student.edu,"646-788-6812",bronx,Mobile App,2024-09-03 06:44:07.000
CUST_0001082,Alex,Clark,alex.clark@student.edu,"718-942-3013",Queens,Mobile App,2025-04-09 15:59:06.000
CUST_0001083,Morgan,Martinez,morgan.martinez@demo.org,"718-321-6810",Staten Island,In-Store QR,2025-08-09 12:00:15.000
CUST_0001084,Remy,Adams,remy.adams@demo.org,"332-771-6874",queens,Referral,2025-03-04 05:43:33.000
CUST_0001085,Skyler,Turner,skyler.turner@student.edu,"332-885-4543",QUEENS,Web,2024-08-25 00:17:59.000
CUST_0001086,Peyton,King,peyton.king@demo.org,"212-929-5583",manhattan,Partner,2024-12-19 21:21:21.000
CUST_0001087,Dana,Nelson,dana.nelson@example.com,"917-671-4130",MANHATTAN,Referral,2024-12-20 04:08:25.000
CUST_0001088,Harper,Davis,harper.davis@demo.org,"332-800-8640",Staten Island,Email,2024-10-25 22:07:47.000
CUST_0001089,Noel,Gonzalez,noel.gonzalez@student.edu,"332-500-5575",StatenIsland,Partner,2024-10-16 01:13:30.000
CUST_0001090,Casey,Kim,casey.kim@example.com,"212-978-8146",bronx,In-Store QR,2024-12-26 23:29:51.000
CUST_0001091,Riley,Roberts,riley.roberts@example.com,"646-820-1322",Brooklyn ,Mobile App,2025-03-02 02:17:02.000
CUST_0001092,Peyton,Walker,peyton.walker@demo.org,"917-909-6873",New York,Email,2024-07-01 04:12:23.000
CUST_0001093,Harper,King,harper.king@demo.org,"718-448-9969",BRONX,Partner,2024-08-06 21:30:42.000
CUST_0001094,Sam,Wilson,sam.wilson@example.com,"917-402-7829",Brooklyn,In-Store QR,2024-07-31 06:29:25.000
CUST_0001095,Skyler,Wright,skyler.wright@student.edu,"917-311-5470",Bronx,Referral,2025-08-30 05:29:14.000
CUST_0001096,Chris,Mitchell,chris.mitchell@student.edu,"212-569-7232", Bronx,Email,2025-01-28 09:58:13.000
CUST_0001097,Emery,Baker,emery.baker@demo.org,"212-796-7006",Bklyn,In-Store QR,2025-01-22 12:22:54.000
CUST_0001098,River,Brown,river.brown@mail.com,"646-411-2067",bronx,Email,2025-07-14 12:19:36.000
CUST_0001099,Cameron,Davis,cameron.davis@mail.com,"917-743-7307",New York,Web,2024-11-11 03:34:52.000
CUST_0001100,Cameron,Turner,cameron.turner@mail.com,"212-649-1455", Bronx,Web,2025-01-23 20:45:30.000
CUST_0001101,Avery,Clark,,"646-359-7731",Brooklyn,Partner,2024-08-29 00:04:11.000
CUST_0001102,River,Garcia,river.garcia@student.edu,"332-403-1129",bronx,In-Store QR,2024-11-18 21:03:56.000
CUST_0001103,Reese,Campbell,reese.campbell@demo.org,"332-341-1351",queens,Partner,2024-09-04 14:36:22.000
CUST_0001104,Sage,Smith,sage.smith@mail.com,"347-667-6507", Bronx,Web,2025-04-20 00:51:45.000
CUST_0001105,Skyler,Lee,skyler.lee@demo.org,"646-859-9774",bronx,Web,2024-07-06 11:32:18.000
CUST_0001106,Devon,Davis,devon.davis@mail.com,"646-896-1218",STATEN ISLAND,Email,2025-06-29 18:12:17.000
CUST_0001107,Logan,Carter,logan.carter@demo.org,"646-473-3684",StatenIsland,Web,2025-07-27 11:36:07.000
CUST_0001108,Cory,Davis,cory.davis@student.edu,"718-796-3040", Bronx,Referral,2024-10-01 00:55:54.000
CUST_0001109,Tatum,Campbell,tatum.campbell@demo.org,,Bronx,Partner,2024-09-15 12:10:55.000
CUST_0001110,Rowan,Carter,rowan.carter@example.com,"332-295-5217",Qns,Mobile App,2025-07-26 10:42:07.000
CUST_0001111,Sage,Patel,sage.patel@student.edu,"718-707-7855", Bronx,Mobile App,2025-06-23 19:57:10.000
CUST_0001112,Devon,Rodriguez,devon.rodriguez@example.com,"718-248-6536",Brooklyn ,Partner,2024-08-22 18:02:44.000
CUST_0001113,Blake,Patel,blake.patel@demo.org,"718-405-8724",QUEENS,Partner,2025-07-15 23:44:47.000
CUST_0001114,Jules,Lopez,jules.lopez@student.edu,"212-822-2573",BRONX,Web,2024-11-22 13:10:17.000
CUST_0001115,Remy,Nelson,remy.nelson@example.com,"917-521-9269",MANHATTAN,Email,2025-05-16 22:56:04.000
CUST_0001116,Shawn,Mitchell,shawn.mitchell@mail.com,"646-541-2982",StatenIsland,Partner,2024-10-29 17:53:10.000
CUST_0001117,Phoenix,Turner,phoenix.turner@student.edu,"332-398-3500",Brooklyn,Mobile App,2025-04-15 01:41:48.000
CUST_0001118,Morgan,Phillips,morgan.phillips@example.com,"646-395-2417",queens,Mobile App,2025-03-23 10:41:47.000
CUST_0001119,Blake,Carter,blake.carter@student.edu,"332-968-1783",Bklyn,Email,2025-08-25 21:25:47.000
CUST_0001120,Chris,Lewis,chris.lewis@example.com,"718-548-5177",QUEENS,Web,2025-09-07 15:44:53.000
CUST_0001121,Casey,Kim,casey.kim@demo.org,"347-516-3674",BRONX,Partner,2024-09-11 02:25:36.000
CUST_0001122,Arden,Evans,arden.evans@demo.org,"718-832-1572",bronx,Email,2024-06-09 11:07:38.000
CUST_0001123,Kendall,Chen,kendall.chen@demo.org,"718-238-6793",Qns,Email,2024-10-06 12:09:47.000
CUST_0001124,Phoenix,Young,NULL,"347-652-5937",New York,Mobile App,2025-02-07 21:49:22.000
CUST_0001125,Noel,Scott,noel.scott@mail.com,"332-967-6852", Bronx,In-Store QR,2025-05-18 12:36:13.000
CUST_0001126,Riley,Anderson,riley.anderson@example.com,"347-942-1388",manhattan,Web,2025-06-16 15:30:42.000
CUST_0001127,Cory,Harris,cory.harris@mail.com,"917-720-7148",Bklyn,Web,2025-01-11 23:41:45.000
CUST_0001128,Morgan,Turner,morgan.turner@example.com,"917-245-7939",BRONX,Mobile App,2025-06-03 20:51:20.000
CUST_0001129,Morgan,White,morgan.white@mail.com,"718-591-8396",BRONX,Mobile App,2025-07-20 23:27:39.000
CUST_0001130,Riley,King,riley.king@demo.org,"347-305-2336",Qns,REFERRAL,2025-02-05 13:03:32.000
CUST_0001131,Jamie,Roberts,jamie.roberts@example.com,"332-208-6955",bronx,Referral,2025-02-25 20:31:23.000
CUST_0001132,Peyton,Young,peyton.young@demo.org,"646-708-9991",Staten Island,In-Store QR,2024-09-16 11:44:51.000
CUST_0001133,Micah,Nelson,micah.nelson@demo.org,"917-200-2855",manhattan,Referral,2025-06-17 12:40:49.000
CUST_0001134,Tatum,Smith,tatum.smith@student.edu,"347-404-7949",BRONX,Email,2024-12-27 08:33:43.000
CUST_0001135,Hayden,Harris,hayden.harris@example.com,"332-853-7203",Staten Island,Email,2025-08-12 13:34:29.000
CUST_0001136,Jordan,Carter,jordan.carter@demo.org,"718-513-7180",brooklyn,Mobile App,2025-08-02 19:20:53.000
CUST_0001137,Chris,Scott,chris.scott@student.edu,"332-206-7760",Queens ,Mobile App,2025-07-17 04:28:06.000
CUST_0001138,Robin,Gonzalez,robin.gonzalez@example.com,"347-777-5366",StatenIsland,Email,2024-12-31 05:53:16.000
CUST_0001139,Hayden,Anderson,hayden.anderson@student.edu,"917-426-1211",Qns,Web,2024-08-04 09:39:32.000
CUST_0001140,Peyton,Harris,peyton.harris@example.com,"718-544-9825", Bronx,Partner,2024-07-07 19:24:21.000
CUST_0001141,Noel,Patel,noel.patel@example.com,"917-898-4170",Staten Island,In-Store QR,2024-08-30 07:20:27.000
CUST_0001142,Tatum,Green,tatum.green@demo.org,"212-444-1716",manhattan,Referral,2025-07-15 13:28:40.000
CUST_0001143,Skyler,Walker,skyler.walker@student.edu,"718-564-5987",Brooklyn ,Referral,2025-08-21 10:15:12.000
CUST_0001144,Dana,Lewis,dana.lewis@example.com,"347-858-8959",BROOKLYN,Referral,2024-07-27 23:45:12.000
CUST_0001145,Reese,Smith,reese.smith@demo.org,"347-360-3344",QUEENS,email,2024-12-06 11:41:51.000
CUST_0001146,Parker,Gonzalez,parker.gonzalez@student.edu,"646-210-8901",BROOKLYN,Email,2025-08-12 15:55:06.000
CUST_0001147,Logan,Carter,logan.carter@student.edu,"212-948-9882",Bronx,Email,2024-07-10 15:18:02.000
CUST_0001148,Shawn,Jackson,shawn.jackson@demo.org,"917-633-6319",brooklyn,In-Store QR,2024-11-29 01:26:48.000
CUST_0001149,Emery,Turner,emery.turner@demo.org,"212-781-6530",BRONX,In-Store QR,2025-05-13 05:38:13.000
CUST_0001150,Emery,Jackson,emery.jackson@demo.org,"646-949-7110",Staten Island,In-Store QR,2024-07-29 18:05:29.000
CUST_0001151,Sam,Evans,sam.evans@demo.org,"646-751-1666",NYC,Referral,2025-07-04 08:30:08.000
CUST_0001152,Logan,Adams,logan.adams@example.com,"347-598-5693",New York,Referral,2024-12-11 07:29:45.000
CUST_0001153,Tatum,Gonzalez,tatum.gonzalez@mail.com,"212-701-7968",brooklyn,Partner,2025-08-22 05:34:35.000
CUST_0001154,Cameron,Clark,cameron.clark@student.edu,"718-389-3665",Qns,Email,2025-02-01 13:20:52.000
CUST_0001155,Micah,Kim,micah.kim@mail.com,"332-657-9042", Bronx,In-Store QR,2025-09-20 11:39:17.000
CUST_0001156,Cameron,Wilson,cameron.wilson@student.edu,"646-540-9540",Staten Island,Email,2025-09-12 21:18:21.000
CUST_0001157,Cameron,Baker,cameron.baker@demo.org,"332-565-7020",QUEENS,Referral,2025-03-29 19:18:49.000
CUST_0001158,Skyler,Carter,skyler.carter@mail.com,"347-378-1763",BROOKLYN,Referral,2025-09-05 23:34:31.000
CUST_0001159,Robin,Jackson,robin.jackson@student.edu,"347-291-5296",STATEN ISLAND,Web,2025-07-23 12:34:26.000
CUST_0001160,Tatum,Lewis,tatum.lewis@example.com,"718-383-3395",Staten Island,Mobile App,2024-11-21 17:26:17.000
CUST_0001161,Jules,Mitchell,jules.mitchell@mail.com,"917-460-7129",STATEN ISLAND,Partner,2024-12-16 17:08:46.000
CUST_0001162,Alex,Anderson,alex.anderson@student.edu,"212-554-8913",Brooklyn ,REFERRAL,2025-09-04 09:31:09.000
CUST_0001163,Hayden,Walker,hayden.walker@demo.org,"332-297-2610",BRONX,Email,2025-02-23 18:19:45.000
CUST_0001164,Dana,Smith,dana.smith@mail.com,"917-462-9055",QUEENS,Referral,2025-09-02 20:22:21.000
CUST_0001165,Arden,Jackson,arden.jackson@student.edu,"332-771-3130",Queens,Partner,2025-07-07 23:12:15.000
CUST_0001166,Cory,Anderson,cory.anderson@mail.com,"212-868-2724",New York,Partner,2024-09-07 23:10:56.000
CUST_0001167,Skyler,Carter,skyler.carter@example.com,"332-539-3316", New York ,Partner ,2025-06-06 07:41:58.000
CUST_0001168,Noel,Garcia,noel.garcia@mail.com,"332-573-2069",QUEENS,Referral,2025-03-09 12:23:08.000
CUST_0001169,Robin,Walker,robin.walker@student.edu,"332-272-6048",StatenIsland,Email,2025-01-12 19:02:55.000
CUST_0001170,Dana,Thomas,dana.thomas@student.edu,"917-290-4074",StatenIsland,Partner,2024-08-08 10:17:41.000
CUST_0001171,Avery,Wright,avery.wright@example.com,"718-489-8001",Queens ,Mobile App,2024-08-05 16:42:41.000
CUST_0001172,Sloan,Evans,sloan.evans@student.edu,"347-944-6636",QUEENS,Web,2025-02-23 16:31:48.000
CUST_0001173,Kendall,Lopez,kendall.lopez@example.com,"917-670-4643",STATEN ISLAND,Web,2025-02-23 09:25:18.000
CUST_0001174,Emery,Rodriguez,emery.rodriguez@demo.org,"347-867-6183", New York ,Email,2025-04-23 13:00:00.000
CUST_0001175,Drew,,drew.n1175@example.com,"718-511-7201",Brooklyn,Referral,2025-01-17 15:28:10.000
CUST_0001176,Micah,Harris,micah.harris@mail.com,"917-485-5273",StatenIsland,Web,2024-09-29 21:43:20.000
CUST_0001177,Drew,Martinez,drew.martinez@student.edu,"646-638-9345",Staten Island,Mobile App,2025-06-19 23:23:47.000
CUST_0001178,Jules,Mitchell,jules.mitchell@mail.com,"332-782-8947",QUEENS,Referral,2025-07-09 13:41:11.000
CUST_0001179,Jamie,Phillips,jamie.phillips@example.com,"212-203-9265",BROOKLYN,Mobile App,2024-08-11 09:38:03.000
CUST_0001180,Quinn,Phillips,quinn.phillips@mail.com,"347-266-8669",Qns,Email,2025-06-28 04:45:17.000
CUST_0001181,Arden,Green,arden.green@example.com,"718-831-9491",Queens,Partner,2024-10-02 18:35:02.000
CUST_0001182,Skyler,Adams,skyler.adams@example.com,"332-370-7941",Manhattan,In-Store QR,2024-08-07 03:53:56.000
CUST_0001183,Sage,Harris,sage.harris@example.com,"718-232-5132",STATEN ISLAND,In-Store QR,2025-02-07 04:31:51.000
CUST_0001184,Remy,Lewis,remy.lewis@student.edu,"212-507-3772",MANHATTAN,Web,2024-11-23 22:31:27.000
CUST_0001185,Logan,Nelson,logan.nelson@mail.com,"347-619-9155",BRONX,Email,2024-08-08 13:13:25.000
CUST_0001186,Dana,Adams,dana.adams@demo.org,"917-672-1898",BROOKLYN,Referral,2025-04-01 16:08:59.000
CUST_0001187,Drew,Campbell,drew.campbell@mail.com,"332-759-3415",bronx,Referral,2025-01-19 05:29:19.000
CUST_0001188,Quinn,Martinez,quinn.martinez@mail.com,"212-703-3214",brooklyn,Partner,2025-05-27 05:02:25.000
CUST_0001189,Cory,Davis,cory.davis@student.edu,"646-644-5889",Brooklyn ,Email,2025-06-10 13:17:28.000
CUST_0001190,Logan,Clark,logan.clark@example.com,"347-381-6083",MANHATTAN,Partner,2025-05-27 13:49:57.000
CUST_0001191,Quinn,Patel,quinn.patel@demo.org,"212-786-5181",NYC,Web,2024-07-05 19:56:39.000
CUST_0001192,Arden,Chen,arden.chen@student.edu,"347-518-4552",staten island,Mobile App ,2025-08-13 00:48:00.000
CUST_0001193,Parker,White,parker.white@demo.org,"646-814-7506",BRONX,Web,2024-12-29 22:44:16.000
CUST_0001194,Jules,Young,jules.young@demo.org,"646-600-1726",Brooklyn ,Email,2024-06-27 16:33:26.000
CUST_0001195,Jules,Jackson,jules.jackson@student.edu,"212-447-5117",StatenIsland,Web,2025-08-23 03:48:25.000
CUST_0001196,Alex,Jackson,alex.jackson@demo.org,"646-987-1657",Brooklyn ,Mobile App,2024-07-25 20:53:55.000
CUST_0001197,Hayden,Roberts,hayden.roberts@mail.com,"332-745-6259",Staten Island,Web,2024-12-13 20:01:36.000
CUST_0001198,Harper,Clark,harper.clark@example.com,"718-220-6233",Queens ,Partner,2024-11-15 20:36:11.000
CUST_0001199,Kendall,Harris,kendall.harris@demo.org,"917-843-5273",BRONX,Referral,2025-06-23 06:41:04.000
CUST_0001200,Tatum,Jackson,tatum.jackson@mail.com,"718-451-6225",BRONX,Email,2025-03-09 07:10:57.000
CUST_0001201,Riley,Clark,riley.clark@student.edu,"917-953-3569", Bronx,Referral,2024-08-19 00:47:47.000
CUST_0001202,Phoenix,Turner,phoenix.turner@mail.com,"347-475-9466",BROOKLYN,Referral,2024-09-28 07:17:51.000
CUST_0001203,Robin,Nguyen,robin.nguyen@student.edu,"212-308-1039", Bronx,Email,2024-08-25 11:55:57.000
CUST_0001204,Elliot,Garcia,elliot.garcia@demo.org,"718-308-7991",Staten Island,Web,2025-04-27 08:33:20.000
CUST_0001205,Taylor,Perez,taylor.perez@mail.com,"212-394-4672",bronx,Web,2025-03-07 07:43:18.000
CUST_0001206,Riley,White,,"347-569-7913",Queens,Web,2025-06-01 18:08:08.000
CUST_0001207,Taylor,Lee,taylor.lee@student.edu,"332-302-7014",Staten Island,Web,2025-04-07 12:07:23.000
CUST_0001208,Casey,Clark,casey.clark@example.com,"917-343-3651",STATEN ISLAND,Web,2024-09-30 09:09:15.000
CUST_0001209,Riley,Wright,riley.wright@example.com,"332-837-5628",Queens,Partner,2024-10-12 22:46:12.000
CUST_0001210,Skyler,Brown,skyler.brown@student.edu,"332-357-3531",Bronx,Referral,2025-07-05 20:26:13.000
CUST_0001211,Parker,Adams,parker.adams@mail.com,"347-742-1802",manhattan,Email,2024-09-29 10:50:41.000
CUST_0001212,Reese,Rodriguez,reese.rodriguez@mail.com,"347-329-2084",StatenIsland,Partner,2024-07-17 03:26:17.000
CUST_0001213,Cameron,Wright,cameron.wright@example.com,"212-309-4186",Brooklyn,Partner,2025-04-29 15:47:29.000
CUST_0001214,Sam,Nelson,sam.nelson@example.com,"332-428-4685",brooklyn,Email,2025-09-22 18:19:02.000
CUST_0001215,Blake,Clark,blake.clark@mail.com,"212-342-7148",bronx,Email,2025-04-05 07:01:06.000
CUST_0001216,Drew,Mitchell,drew.mitchell@demo.org,"347-726-4650",MANHATTAN,Referral,2025-02-13 18:15:13.000
CUST_0001217,Emery,Turner,emery.turner@student.edu,"718-306-8441",staten island,Web,2024-11-14 07:00:01.000
CUST_0001218,Logan,Young,logan.young@student.edu,"718-722-3608",MANHATTAN,In-Store QR,2024-11-18 20:56:32.000
CUST_0001219,Cameron,Jackson,cameron.jackson@example.com,"212-949-2021",BROOKLYN,In-Store QR,2025-09-08 12:02:34.000
CUST_0001220,Reese,Rodriguez,reese.rodriguez@mail.com,"646-549-7496",Manhattan,Referral,2024-07-03 20:15:28.000
CUST_0001221,Casey,Campbell,casey.campbell@example.com,"212-628-2497",brooklyn,Web,2025-02-02 17:18:08.000
CUST_0001222,Shawn,Thomas,shawn.thomas@student.edu, ,queens,Mobile App,2025-09-20 23:22:45.000
CUST_0001223,Micah,Parker,micah.parker@demo.org,"718-352-3525",manhattan,In-Store QR,2025-09-07 17:46:51.000
CUST_0001224,Noel,Scott,noel.scott@student.edu,"212-207-8042",Queens ,Web,2025-01-26 07:36:08.000
CUST_0001225,Alex,Lewis,alex.lewis@demo.org,"347-340-6560",BRONX,Referral,2025-07-05 17:53:17.000
CUST_0001226,Peyton,Green,peyton.green@example.com,"212-236-1886", Bronx,Partner,2024-08-29 22:48:09.000
CUST_0001227,Noel,Lee,noel.lee@mail.com,"347-857-4355",Queens ,Email,2025-04-25 03:20:02.000
CUST_0001228,Reese,Nelson,reese.nelson@demo.org,"718-573-7453",Brooklyn ,In-Store QR,2025-06-22 08:27:33.000
CUST_0001229,Peyton,Brown,peyton.brown@example.com,"917-333-1493",QUEENS,Email,2024-10-08 10:40:38.000
CUST_0001230,Parker,Parker,parker.parker@demo.org,"332-361-5901",queens,Mobile App,2025-05-17 23:48:30.000
CUST_0001231,Jordan,Nguyen,jordan.nguyen@demo.org,"332-646-4009",bronx,Referral,2025-05-03 13:27:18.000
CUST_0001232,Chris,Brown,chris.brown@student.edu,"917-491-4235",Staten Island,Email,2024-08-23 14:14:28.000
CUST_0001233,Elliot,Evans,elliot.evans@demo.org,"646-789-7296",Manhattan,Web,2025-03-04 11:09:26.000
CUST_0001234,Dana,Phillips,dana.phillips@example.com,"347-483-7631", Bronx,Partner,2024-07-06 17:26:31.000
CUST_0001235,Hayden,Lee,hayden.lee@demo.org,"332-815-4492",Queens ,Referral,2024-12-24 10:26:37.000
CUST_0001236,Sam,Lee,sam.lee@student.edu,"917-332-4093",MANHATTAN,Partner,2025-05-31 00:44:19.000
CUST_0001237,Morgan,Nelson,morgan.nelson@student.edu,"718-775-6200",Qns,Referral,2024-06-28 02:44:21.000
CUST_0001238,Robin,Green,robin.green@student.edu,"718-321-9533",queens,Mobile App,2024-06-18 00:21:44.000
CUST_0001239,Sage,Patel,sage.patel@mail.com,"718-711-1701",bronx,In-Store QR,2024-06-07 18:09:24.000
CUST_0001240,,Smith,user.smith@demo.org,"718-431-1293",queens,Email,2024-07-08 16:16:16.000
CUST_0001241,Jules,Phillips,jules.phillips@mail.com,"646-836-4890",staten island,Referral,2025-06-24 12:52:30.000
CUST_0001242,Elliot,Anderson,elliot.anderson@demo.org,"646-340-8454",MANHATTAN,In-Store QR,2024-06-11 19:13:59.000
CUST_0001243,Dana,Scott,dana.scott@demo.org,"917-252-3403", Bronx,Referral,2025-01-21 17:38:41.000
CUST_0001244,Jamie,Nelson,jamie.nelson@mail.com,"646-215-4383",Queens ,In-Store QR,2024-10-23 02:06:22.000
CUST_0001245,Emery,Wright,emery.wright@student.edu,"646-336-2740",STATEN ISLAND,Referral,2025-06-23 05:19:17.000
CUST_0001246,Sam,Lewis,sam.lewis@mail.com,"332-415-5506", Bronx,Web,2025-08-07 02:55:34.000
CUST_0001247,Drew,Patel,drew.patel@demo.org,"347-657-2326",BRONX,WEB,2024-06-08 22:16:48.000
CUST_0001248,Emery,Green,emery.green@demo.org,"212-724-7968",BROOKLYN,Web,2024-06-27 23:47:03.000
CUST_0001249,Devon,Martinez,devon.martinez@mail.com,"212-219-6881",Manhattan,Referral,2025-07-08 07:44:52.000
CUST_0001250,Sage,Clark,sage.clark@student.edu,"347-350-3427",brooklyn,In-Store QR,2024-06-01 09:45:24.000
CUST_0001251,Jamie,Rodriguez,jamie.rodriguez@demo.org,"347-940-3690",Manhattan,In-Store QR,2024-06-13 23:23:10.000
CUST_0001252,Sloan,Roberts,sloan.roberts@mail.com,"718-897-6663",STATEN ISLAND,Email,2025-03-13 17:57:41.000
CUST_0001253,Jamie,Garcia,jamie.garcia@student.edu,"718-251-8389",Brooklyn ,Web,2025-04-19 15:01:04.000
CUST_0001254,Noel,King,noel.king@student.edu,"718-714-8746",staten island,Email,2025-01-25 13:00:52.000
CUST_0001255,Quinn,Clark,quinn.clark@example.com,"646-938-9345", New York ,Mobile App,2025-08-16 22:59:18.000
CUST_0001256,Drew,Walker,drew.walker@student.edu,"212-298-1272",Queens,Partner,2024-09-06 03:05:07.000
CUST_0001257,Noel,Perez,noel.perez@example.com,"212-532-4007",Queens,partner,2025-02-05 05:49:31.000
CUST_0001258,Riley,Davis,riley.davis@student.edu,"347-268-4687",Brooklyn ,Partner,2025-03-08 01:20:06.000
CUST_0001259,Reese,Martinez,reese.martinez@demo.org,"332-929-2456",StatenIsland,Partner,2025-02-19 01:40:21.000
CUST_0001260,Reese,Adams,reese.adams@mail.com,"646-451-8076",Bronx,In-Store QR,2024-08-24 04:39:36.000
CUST_0001261,Elliot,Kim,elliot.kim@student.edu,"347-386-8170",Queens,Referral,2024-08-18 02:46:36.000
CUST_0001262,Noel,White,noel.white@student.edu,"332-678-1567",New York,In-Store QR,2025-05-09 09:37:28.000
CUST_0001263,Noel,Davis,noel.davis@student.edu,"332-324-8393",staten island,Web,2025-03-21 18:18:35.000
CUST_0001264,Dana,Perez,dana.perez@example.com,"718-596-5561",Bklyn,Partner,2025-06-04 06:28:36.000
CUST_0001265,Kendall,Parker,kendall.parker@mail.com,"646-420-4978",bronx,In-Store QR,2024-07-01 18:38:22.000
CUST_0001266,Devon,Baker,NULL,"718-726-9625",Brooklyn,Referral,2025-07-31 06:32:19.000
CUST_0001267,Quinn,King,quinn.king@mail.com,"212-452-2272",StatenIsland,In-Store QR,2024-11-13 03:23:51.000
CUST_0001268,Arden,Campbell,arden.campbell@example.com,"332-792-7360",Bronx,Mobile App,2024-10-16 03:51:26.000
CUST_0001269,Avery,Patel,avery.patel@student.edu,"917-691-7133",NYC,In-Store QR,2025-02-09 23:46:31.000
CUST_0001270,Kendall,Gonzalez,kendall.gonzalez@example.com,"718-766-3450", New York ,Referral,2025-05-03 15:52:10.000
CUST_0001271,Robin,Brown,robin.brown@demo.org,"332-811-1222",New York,Mobile App,2025-06-30 22:50:26.000
CUST_0001272,Cameron,Carter,cameron.carter@demo.org,"718-275-9778",NYC,Email,2024-09-18 17:36:58.000
CUST_0001273,Quinn,Lewis,quinn.lewis@example.com,"347-904-8632",Brooklyn ,Mobile App,2024-10-31 01:27:24.000
CUST_0001274,Devon,Davis,devon.davis@demo.org,"212-814-6137",Bklyn,Email,2025-06-17 03:50:34.000
CUST_0001275,Phoenix,Lewis,phoenix.lewis@student.edu,"347-412-7478",STATEN ISLAND,Referral,2024-06-04 01:38:43.000
CUST_0001276,Quinn,Martinez,quinn.martinez@student.edu,"718-298-8405",STATEN ISLAND,In-Store QR,2025-03-29 20:53:07.000
CUST_0001277,Devon,Lewis,devon.lewis@example.com,"347-888-9859",staten island,Mobile App,2024-09-20 09:26:08.000
CUST_0001278,Peyton,Lewis,pEYToN.LewIS@EXAmPle.Com,"212-901-4720",Bklyn,Referral,2024-11-20 20:49:50.000
CUST_0001279,Taylor,Wright,taylor.wright@mail.com,"718-438-8120",queens,Mobile App,2025-08-16 16:50:20.000
CUST_0001280,Sloan,Lopez,sloan.lopez@example.com,"718-551-1193",queens,Partner,2025-02-28 15:15:44.000
CUST_0001281,Avery,Green,avery.green@example.com,"718-509-6853",Manhattan,In-Store QR,2024-12-09 01:47:26.000
CUST_0001282,Drew,Walker,drew.walker@student.edu,"332-492-1854",StatenIsland,Web,2024-11-23 16:47:23.000
CUST_0001283,Sloan,Hill,sloan.hill@mail.com,"347-708-7334",Brooklyn ,Email,2025-03-23 21:09:56.000
CUST_0001284,Cory,Thomas,cory.thomas@student.edu,"347-704-3868",staten island,In-Store QR,2025-02-28 09:08:36.000
CUST_0001285,Taylor,Lewis,taylor.lewis@example.com,"646-850-3761",Staten Island,In-Store QR,2025-04-20 17:30:02.000
CUST_0001286,Casey,Nelson,casey.nelson@student.edu,"646-678-9592", Bronx,Referral,2024-08-16 18:55:18.000
CUST_0001287,Skyler,Anderson,skyler.anderson@student.edu,"347-345-6977", Bronx,Web,2024-08-04 04:50:57.000
CUST_0001288,Jordan,King,jordan.king@student.edu,"646-384-4896",MANHATTAN,In-Store QR,2024-07-16 10:09:18.000
CUST_0001289,Riley,Thomas,riley.thomas@demo.org,"646-421-3312", Bronx,Partner,2024-10-30 05:35:19.000
CUST_0001290,Parker,Lee,parker.lee@demo.org,"332-384-7570",Staten Island,In-Store QR,2024-11-09 21:32:04.000
CUST_0001291,Arden,Lee,arden.lee@student.edu,"718-936-3507",brooklyn,Email,2025-03-13 12:34:35.000
CUST_0001292,Devon,Roberts,devon.roberts@demo.org,"917-775-2857",BRONX,In-Store QR,2025-03-05 01:40:07.000
CUST_0001293,Drew,Thomas,drew.thomas@demo.org,"917-893-8094",Qns,Email,2025-02-25 05:13:42.000
CUST_0001294,Avery,Thomas,avery.thomas@mail.com,"347-818-1560",Queens,In-Store QR,2024-06-27 12:03:15.000
CUST_0001295,Robin,Young,robin.young@demo.org,"212-792-6794",BROOKLYN,Web,2025-04-01 20:43:35.000
CUST_0001296,Drew,Lee,drew.lee@example.com,"347-207-3655",brooklyn,Referral,2024-11-11 17:44:11.000
CUST_0001297,Devon,Green,devon.green@mail.com,"646-654-4035",Queens,Partner,2024-08-17 08:46:57.000
CUST_0001298,Quinn,Walker,quinn.walker@mail.com,"917-914-8910",Brooklyn,In-Store QR,2024-11-11 15:30:26.000
CUST_0001299,Alex,Chen,alex.chen@mail.com,"646-533-2975", Bronx,Mobile App,2025-05-16 19:34:37.000
CUST_0001300,Elliot,Wilson,elliot.wilson@example.com,"332-434-2013",Queens ,Web,2024-08-04 15:41:14.000
CUST_0001301,Rowan,Young,rowan.young@mail.com,"718-539-9499",brooklyn,In-Store QR,2024-06-19 15:20:19.000
CUST_0001302,Jamie,Scott,jamie.scott@mail.com,"917-800-6960",BROOKLYN,Email,2024-06-02 22:58:04.000
CUST_0001303,Cameron,Wilson,cameron.wilson@demo.org,"347-860-6823",STATEN ISLAND,Email,2024-07-29 08:51:22.000
