"courier_id","full_name","vehicle_type","home_borough","hired_at"
COU_000371,Logan Turner,car,Staten Island,2024-11-06 15:14:54.000
COU_000372,Quinn Baker,bike,Queens,2025-08-14 18:48:50.000
COU_000373,Noel Roberts,car,Queens,2024-09-20 17:37:09.000
COU_000374,Tatum Brown,foot,Bronx,2024-09-02 02:44:26.000
COU_000375,Kendall Campbell,car,Queens,2025-05-03 10:16:25.000
COU_000376,Taylor Adams,scooter,Queens,2025-09-02 17:04:27.000
COU_000377,Jules Baker,car,Brooklyn,2024-09-14 16:52:01.000
COU_000378,Parker Thomas,e-bike,Brooklyn,2025-07-17 04:01:06.000
COU_000379,Emery Young,scooter,Brooklyn,2024-11-18 07:45:54.000
COU_000380,Harper King,car,Staten Island,2024-12-25 17:21:50.000
COU_000381,Cameron Jackson,scooter,Manhattan,2024-12-21 16:14:34.000
COU_000382,Shawn Patel,bike,Manhattan,2024-12-11 03:43:08.000
COU_000383,Dana Evans,bike,Brooklyn,2024-12-24 08:08:47.000
COU_000384,Robin Davis,teleport,Queens,2025-02-23 10:25:30.000
COU_000385,Jules Garcia,scooter,Manhattan,2025-09-19 19:29:59.000
COU_000386,Parker Brown,scooter,Bronx,2025-04-27 17:32:47.000
COU_000387,Peyton White,e-bike,Bronx,2025-06-15 09:25:49.000
COU_000388,Tatum Clark,foot,Staten Island,2024-11-10 05:54:10.000
COU_000389,Arden Roberts,e-bike,Queens,2024-11-22 08:43:34.000
COU_000390,Taylor Rodriguez,car,Brooklyn,2025-01-31 19:32:01.000
COU_000391,Cameron Green,scooter,Manhattan,2025-08-16 05:02:46.000
COU_000392,Elliot Chen,jetpack,Staten Island,2025-07-31 16:47:06.000
COU_000393,River Hill,car,Manhattan,2025-01-09 21:53:05.000
COU_000394,Shawn Parker,car,Manhattan,2025-05-29 20:26:08.000
COU_000395,Reese Clark,car,Manhattan,2025-04-15 09:28:59.000
COU_000396,Dana Brown,scooter,Brooklyn,2025-06-04 19:26:57.000
COU_000397,Shawn Nguyen,car,Manhattan,2024-09-10 05:58:58.000
COU_000398,Taylor Patel,foot,Bronx,2024-09-30 07:44:21.000
COU_000399,Sage Green,foot,Bronx,2024-12-19 10:03:06.000
COU_000400,reese nguyen,e-bike,Manhattan,2024-08-08 08:24:48.000
COU_000401,Cameron Rodriguez,car,Manhattan,2025-09-24 19:15:45.000
COU_000402,Kendall Scott,bike,Staten Island,2025-04-22 13:16:29.000
COU_000403,Skyler Mitchell,foot,Brooklyn,2025-07-04 10:59:03.000
COU_000404,Taylor Young,e-bike,Staten Island,2025-07-17 10:19:14.000
COU_000405,Quinn Lopez,e-bike,Staten Island,2025-09-12 05:23:17.000
COU_000406,Arden Roberts,bike,Staten Island,2025-03-01 08:45:58.000
COU_000407,Robin King,scooter,Queens,2025-03-09 03:16:05.000
COU_000408,Emery Parker,e-bike,Brooklyn,2025-03-29 01:20:53.000
COU_000409,Noel Patel,bike,Bronx,2025-08-24 19:42:50.000
COU_000410,Jamie Scott,car,Staten Island,2025-01-17 14:29:08.000
COU_000411,Taylor Wilson,foot,Staten Island,2024-11-04 15:44:18.000
COU_000412,Blake Brown,bike,Manhattan,2025-03-28 10:55:39.000
COU_000413,Cameron Martinez,scooter,Staten Island,2024-10-11 16:52:33.000
COU_000414,Peyton Evans,bike,Staten Island,2025-03-24 12:38:49.000
COU_000415,Jordan Patel,bike,Brooklyn,2025-04-20 14:28:18.000
COU_000416,Peyton Nelson,bike,Bronx,2024-10-13 22:50:17.000
COU_000417,Elliot Hill,foot,Queens,2025-08-09 06:08:32.000
COU_000418,Arden Campbell,foot,Brooklyn,2025-04-26 20:57:23.000
COU_000419, Kendall Parker,car,Bronx,2025-03-15 02:42:51.000
COU_000420,Cameron Green,bike,Bronx,2025-07-15 02:27:38.000
COU_000421,Jordan Lopez,e-bike,Staten Island,2025-03-21 18:18:43.000
COU_000422,Arden Gonzalez,e-bike,Brooklyn,2024-10-28 01:18:44.000
COU_000423,Elliot Anderson,e-bike,Brooklyn,2025-08-14 11:16:28.000
COU_000424,Rowan Phillips,foot,Staten Island,2024-12-02 01:17:49.000
COU_000425,Sam Walker,e-bike,Staten Island,2025-03-24 22:03:06.000
COU_000426,Emery Lewis,scooter,Staten Island,2024-10-11 17:08:04.000
COU_000427,Parker Kim,bike,Bronx,2025-03-01 03:33:52.000
COU_000428,Avery King,car,Brooklyn,2025-08-29 03:19:51.000
COU_000429,Hayden Martinez,foot,Manhattan,2025-06-23 07:23:32.000
COU_000430,Logan Lopez,e-bike,Staten Island,2025-04-19 12:53:26.000
COU_000431,Arden Clark,car,Brooklyn,2025-03-11 14:48:44.000
COU_000432,Elliot White,foot,Manhattan,2025-04-11 16:26:35.000
COU_000433,River Anderson,bike,Staten Island,2024-09-13 07:56:31.000
COU_000434,Blake King,bike,Staten Island,2024-10-12 20:10:04.000
COU_000435,Devon Mitchell,car,Bronx,2025-03-03 09:20:40.000
COU_000436,Arden Patel,bike,Queens,2025-09-21 16:55:16.000
COU_000437,Quinn Young,bike,Brooklyn,2024-12-14 20:58:10.000
COU_000438,Parker Nguyen,foot,Bronx,2024-09-25 20:21:11.000
COU_000439,Robin Young,foot,Queens,2025-07-28 09:53:52.000
COU_000440,Elliot Lee,scooter,Staten Island,2025-09-11 18:56:21.000
COU_000441,Sage Lee,e-bike,Manhattan,2024-12-05 18:13:25.000
COU_000442,Blake Martinez,scooter,Staten Island,2024-09-08 13:30:05.000
COU_000443,Riley Chen,bike,Queens,2024-08-19 05:57:05.000
COU_000444,Reese Clark,e-bike,Bronx,2024-08-10 12:16:25.000
COU_000445,Avery Smith,car,Staten Island,2025-09-07 02:17:51.000
COU_000446,Reese Anderson,scooter,Bronx,2025-05-12 07:05:39.000
COU_000447,Emery Gonzalez,scooter,Manhattan,2025-04-04 16:26:38.000
COU_000448,Peyton Gonzalez,e-bike,Queens,2025-09-24 18:28:52.000
COU_000449,Drew Baker,scooter,Manhattan,2024-10-13 19:53:07.000
COU_000450,Avery Roberts,foot,Bronx,2024-12-02 10:47:13.000
COU_000451,Skyler Perez,foot,Brooklyn,2025-08-10 17:44:13.000
COU_000452,Arden Wilson,e-bike,Queens,2024-09-01 11:51:07.000
COU_000453,Avery Green,e-bike,Manhattan,2024-09-08 08:03:38.000
COU_000454,Sloan Parker,car,Staten Island,2024-10-19 15:41:25.000
COU_000455,Devon Jackson,car,Brooklyn,2024-10-11 05:49:30.000
COU_000456,Riley Scott,scooter,Bronx,2025-08-13 08:39:50.000
COU_000457,Robin Hill,bike,Brooklyn,2025-01-06 06:20:11.000
COU_000458,Riley Harris,bike,Queens,2025-05-13 23:27:04.000
COU_000459,Reese Perez,bike,Manhattan,2024-11-26 07:32:42.000
COU_000460,Devon Campbell,foot,Queens,2025-09-06 23:12:45.000
COU_000461,Shawn Rodriguez,foot,Staten Island,2025-03-01 11:38:26.000
COU_000462,Rowan Young,bike,Bronx,2024-11-17 20:50:44.000
COU_000463,Riley Brown,e-bike,Manhattan,2025-03-15 09:58:56.000
COU_000464,Remy Scott,bike,Manhattan,2024-10-28 15:44:40.000
COU_000465,Devon Brown,bike,Queens,2024-10-30 09:25:52.000
COU_000466,Drew Young,scooter,Manhattan,2024-10-15 07:40:28.000
COU_000467,Tatum Green,e-bike,Manhattan,2025-06-24 17:19:57.000
COU_000468,Tatum Phillips,foot,Queens,2025-02-28 10:06:21.000
COU_000469,Devon Anderson,scooter,Queens,2024-08-15 20:59:31.000
COU_000470,Peyton Baker,e-bike,Manhattan,2025-07-21 10:31:58.000
COU_000471,Shawn Wilson,e-bike,Brooklyn,2025-01-30 21:27:47.000
COU_000472,Skyler Clark,car,Brooklyn,2025-06-06 23:49:48.000
COU_000473,Blake Parker,car,Bronx,2025-06-13 09:55:36.000
COU_000474,Cory Perez,scooter,Manhattan,2024-09-09 19:31:53.000
COU_000475,Casey Lopez,car,Staten Island,2025-02-17 08:40:53.000
COU_000476,Parker Harris,foot,Staten Island,2024-12-21 13:50:41.000
COU_000477,Taylor Hill,foot,Queens,2025-03-01 15:27:04.000
COU_000478,Emery King,foot,Brooklyn,2024-08-31 05:15:42.000
COU_000479,Noel Roberts,e-bike,Queens,2024-12-25 14:08:15.000
COU_000480,Tatum Kim,car,Bronx,2025-03-28 06:02:21.000
COU_000481,Arden Gonzalez,car,Bronx,2025-09-18 17:08:39.000
COU_000482,Devon Nelson,scooter,Queens,2025-03-07 08:21:06.000
COU_000483,Micah Carter,e-bike,Manhattan,2024-08-27 03:20:22.000
COU_000484,River Davis,scooter,Bronx,2024-12-09 02:38:36.000
COU_000485,Logan Kim,scooter,Brooklyn,2025-06-17 14:13:13.000
COU_000486,Robin Gonzalez,bike,Bronx,2025-03-08 22:20:05.000
COU_000487,Quinn Adams,bike,Brooklyn,2025-02-12 07:28:36.000
COU_000488,Blake Lee,scooter,Queens,2024-10-27 11:47:35.000
COU_000489,Skyler King,jetpack,Manhattan,2024-11-19 06:02:06.000
COU_000490,Jules Anderson,e-bike,Manhattan,2025-01-22 22:24:53.000
COU_000491,Jamie Kim,e-bike,Queens,2025-03-07 08:09:26.000
COU_000492,Taylor Gonzalez,bike,Staten Island,2025-08-01 23:13:14.000
COU_000493,Rowan Rodriguez,car,Bronx,2025-02-11 15:14:19.000
COU_000494,Skyler Patel,scooter,Queens,2024-09-11 11:31:10.000
COU_000495,Cory Campbell,hover,Staten Island,2025-09-11 18:24:42.000
COU_000496,Quinn Wright,foot,Brooklyn,2025-07-03 21:45:27.000
COU_000497,Quinn Evans,e-bike,Brooklyn,2025-03-28 00:48:36.000
COU_000498,Cory Martinez,foot,Bronx,2025-06-08 01:40:50.000
COU_000499,Chris Campbell,foot,Bronx,2025-02-10 09:12:43.000
COU_000500,Jordan Lopez,scooter,Bronx,2025-07-16 20:37:43.000
COU_000501,Jules Hill,car,Staten Island,2025-01-05 10:43:35.000
COU_000502,Jordan Nelson,bike,Brooklyn,2024-11-22 03:42:15.000
COU_000503,Shawn Hill,e-bike,Queens,2025-04-23 18:50:26.000
COU_000504,Rowan Lewis,e-bike,Brooklyn,2025-01-07 08:47:17.000
COU_000505,Peyton Lewis,e-bike,Manhattan,2024-09-13 07:22:07.000
COU_000506,Elliot Brown,e-bike,Staten Island,2024-11-03 21:42:53.000
COU_000507,Kendall Hill,scooter,Staten Island,2025-03-16 00:01:57.000
COU_000508,Rowan Scott,car,Bronx,2024-08-28 02:02:43.000
COU_000509,Arden Walker,e-bike,Brooklyn,2025-07-14 10:01:27.000
COU_000510,Avery Adams,scooter,Manhattan,2025-08-11 12:40:20.000
COU_000511,Cameron Jackson,bike,Manhattan,2025-09-21 11:23:00.000
COU_000512,Casey Mitchell,foot,Brooklyn,2025-07-02 14:01:29.000
COU_000513,Sam Perez,bike,Staten Island,2024-09-30 09:19:23.000
COU_000514,Dana Anderson,car,Staten Island,2025-06-12 22:38:56.000
COU_000515,Skyler Thomas,scooter,Staten Island,2025-09-04 07:36:54.000
COU_000516,River Clark,scooter,Bronx,2024-12-08 13:55:45.000
COU_000517,Kendall Lewis,foot,Queens,2025-05-26 04:10:05.000
COU_000518,Peyton Lewis,foot,Staten Island,2024-11-12 09:47:18.000
COU_000519,River Hill,e-bike,Queens,2024-12-01 17:03:41.000
COU_000520,Tatum Garcia,e-bike,Bronx,2024-12-17 12:44:24.000
COU_000521,Jordan Anderson,e-bike,Bronx,2025-09-05 19:50:32.000
COU_000522,Sloan Garcia,bike,Bronx,2025-06-26 02:57:00.000
COU_000523,Noel Campbell,scooter,Brooklyn,2025-03-27 03:25:08.000
COU_000524,Riley King,bike,Queens,2025-05-05 08:45:45.000
COU_000525,Parker Kim,scooter,Queens,2024-12-02 14:18:39.000
COU_000526,Noel Chen,bike,Brooklyn,2025-02-16 06:44:40.000
COU_000527,Reese Nelson,foot,Brooklyn,2025-03-23 13:25:01.000
COU_000528,Rowan Garcia,scooter,Brooklyn,2024-12-01 20:34:44.000
COU_000529,Cory Thomas,scooter,Manhattan,2024-10-08 09:36:31.000
COU_000530,Morgan Davis,e-bike,Bronx,2025-08-16 05:28:02.000
COU_000531,Devon Jackson,bike,Staten Island,2025-07-02 01:04:21.000
COU_000532,Emery Thomas,e-bike,Manhattan,2025-08-03 22:23:10.000
COU_000533,Casey Nelson,scooter,Brooklyn,2024-12-28 21:36:25.000
COU_000534,River Harris,foot,Brooklyn,2024-11-07 20:57:10.000
COU_000535,Riley Hill,e-bike,Bronx,2025-01-20 04:30:04.000
COU_000536,Cameron Phillips,foot,Brooklyn,2025-01-01 06:15:08.000
COU_000537,Harper Harris,bike,Brooklyn,2025-09-06 18:43:01.000
COU_000538,Jules King,scooter,Brooklyn,2025-08-23 21:16:59.000
COU_000539,Shawn Smith,e-bike,Queens,2025-05-29 00:23:27.000
COU_000540,Jordan Lewis,bike,Brooklyn,2025-07-08 16:47:08.000
COU_000541,Drew Nguyen,foot,Manhattan,2024-08-19 07:56:43.000
COU_000542,Casey Lewis,foot,Staten Island,2025-02-09 06:46:00.000
COU_000543,Logan Gonzalez,car,Manhattan,2025-08-22 12:54:20.000
COU_000544,Avery Carter,scooter,Manhattan,2025-01-17 05:37:29.000
COU_000545,Sage Scott,car,Bronx,2024-12-18 22:54:47.000
COU_000546,Jules Lopez,e-bike,Brooklyn,2025-07-27 14:59:52.000
COU_000547,Casey Phillips,foot,Manhattan,2024-08-26 08:17:01.000
COU_000548,Remy Turner,scooter,Staten Island,2024-11-11 10:52:27.000
COU_000549,Devon Roberts,foot,Bronx,2025-02-23 16:55:13.000
COU_000550,Taylor King,car,Staten Island,2025-02-02 21:11:47.000
COU_000551,Rowan Parker,car,Queens,2025-03-03 11:45:14.000
COU_000552,Sloan Campbell,bike,Brooklyn,2025-03-07 21:15:05.000
COU_000553,Kendall Lopez,foot,Staten Island,2025-07-11 21:21:33.000
COU_000554,Devon Garcia,bike,Bronx,2025-08-16 20:54:00.000
COU_000555,Riley Harris,e-bike,Queens,2024-09-23 00:11:57.000
COU_000556,Sage Turner,e-bike,Bronx,2024-09-24 09:47:30.000
COU_000557,Peyton Wright,car,Queens,2024-11-16 17:46:41.000
COU_000558,Shawn Gonzalez,e-bike,Queens,2025-08-08 22:43:48.000
COU_000559,Alex Kim,foot,Manhattan,2024-08-05 02:01:41.000
COU_000560,Parker Walker,e-bike,Bronx,2025-04-28 12:26:04.000
COU_000561,Tatum Nguyen,bike,Queens,2025-07-24 17:19:57.000
COU_000562,Elliot Chen,car,Manhattan,2025-05-28 19:58:07.000
COU_000563,Drew King,car,Queens,2024-09-08 04:21:45.000
COU_000564,Shawn Parker,foot,Staten Island,2025-02-13 21:40:22.000
COU_000565,Harper Roberts,car,Brooklyn,2024-09-19 21:11:08.000
COU_000566,Logan Rodriguez,scooter,Bronx,2024-08-28 11:14:01.000
COU_000567,Arden Green,foot,Bronx,2024-11-15 16:55:21.000
COU_000568,Phoenix Baker,e-bike,Brooklyn,2024-10-13 03:17:41.000
COU_000569,Phoenix Rodriguez,e-bike,Brooklyn,2024-11-15 16:20:18.000
COU_000570,Phoenix Scott,e-bike,Bronx,2024-09-24 13:23:45.000
COU_000571,Emery Kim,bike,Queens,2025-08-12 22:51:44.000
COU_000572,Jordan Baker,bike,Staten Island,2025-02-13 02:57:22.000
COU_000573,Emery Phillips,bike,Bronx,2024-08-21 11:34:04.000
COU_000574,Micah Perez,e-bike,Brooklyn,2024-11-18 21:19:27.000
COU_000575,Riley Wright,car,Brooklyn,2024-11-23 02:08:07.000
COU_000576,Sage Thomas,bike,Staten Island,2024-11-07 14:49:13.000
COU_000577,Alex Hill,foot,Manhattan,2025-01-09 04:35:53.000
COU_000578,Devon Baker,car,Brooklyn,2025-02-04 09:34:45.000
COU_000579,River Martinez,e-bike,Queens,2025-09-22 13:22:46.000
COU_000580,Sloan Campbell,bike,Manhattan,2024-09-19 06:11:04.000
COU_000581,Robin Phillips,foot,Manhattan,2024-10-28 07:55:31.000
COU_000582,Cameron Anderson,bike,Bronx,2024-08-07 18:37:10.000
COU_000583,Sloan Gonzalez,foot,Brooklyn,2024-08-01 13:45:27.000
COU_000584,Rowan Chen,e-bike,Brooklyn,2025-01-19 22:57:29.000
COU_000585,Peyton Mitchell,car,Queens,2024-09-16 03:30:45.000
COU_000586,Peyton Walker,bike,Brooklyn,2025-01-31 17:58:34.000
COU_000587,Jordan Clark,bike,Manhattan,2025-04-12 10:48:35.000
COU_000588,Casey Nelson,e-bike,Manhattan,2025-04-01 04:31:27.000
COU_000589,Sage Nelson,e-bike,Manhattan,2025-07-18 20:59:44.000
COU_000590,Alex Walker,car,Brooklyn,2025-05-07 19:21:26.000
COU_000591,Riley Clark,car,Bronx,2025-04-02 16:51:45.000
COU_000592,River Evans,e-bike,Manhattan,2025-06-14 05:44:55.000
COU_000593,Elliot Turner,bike,Manhattan,2025-09-17 05:00:39.000
COU_000594,Logan Lopez,e-bike,Manhattan,2025-01-02 04:38:11.000
COU_000595,Remy Davis,e-bike,Queens,2024-08-12 14:07:52.000
COU_000596,Hayden Harris,scooter,Manhattan,2025-03-30 15:20:37.000
COU_000597,Robin Chen,bike,Brooklyn,2025-09-02 09:49:49.000
COU_000598,Tatum Scott,e-bike,Queens,2025-03-18 12:57:37.000
COU_000599,Noel Jackson,car,Manhattan,2024-08-28 13:51:14.000
COU_000600,Rowan Anderson,scooter,Staten Island,2024-08-14 02:32:40.000
COU_000601,Sloan Rodriguez,scooter,Brooklyn,2025-03-10 18:59:57.000
COU_000602,Hayden Perez,car,Brooklyn,2024-10-10 10:00:05.000
COU_000603,Cameron Wright,foot,Brooklyn,2025-09-22 23:30:20.000
COU_000604,Shawn Mitchell,e-bike,Manhattan,2025-02-25 04:15:05.000
COU_000605,Harper King,foot,Queens,2025-06-01 09:21:52.000
COU_000606,Sam Scott,e-bike,Queens,2025-06-13 15:26:38.000
COU_000607,Blake Rodriguez,car,Manhattan,2024-09-27 08:34:14.000
COU_000608,Remy Thomas,foot,Bronx,2024-08-31 02:53:23.000
COU_000609,Jordan Lopez,scooter,Staten Island,2024-10-02 20:56:21.000
COU_000610,Emery Brown,scooter,Queens,2025-05-26 00:16:43.000
COU_000611,Arden Campbell,e-bike,Staten Island,2025-01-24 03:00:53.000
COU_000612,Phoenix King,foot,Queens,2025-06-21 14:11:46.000
COU_000613,Elliot Thomas,car,Queens,2025-08-15 00:50:26.000
COU_000614,Tatum Baker,foot,Bronx,2025-03-20 21:17:25.000
COU_000615,Tatum Martinez,scooter,Staten Island,2025-05-27 11:48:18.000
COU_000616,Micah Nelson,scooter,Bronx,2024-11-26 15:47:16.000
COU_000617,Kendall Brown,foot,Staten Island,2025-04-15 06:22:38.000
COU_000618,Shawn Harris,car,Queens,2024-12-05 10:02:13.000
COU_000619,Quinn Walker,e-bike,Staten Island,2024-10-10 06:02:01.000
COU_000620,Emery Green,foot,Bronx,2025-08-29 00:48:54.000
COU_000621,Noel Young,car,Staten Island,2025-06-18 04:09:45.000
COU_000622,Hayden Anderson,bike,Queens,2024-09-07 17:46:31.000
COU_000623,Elliot Rodriguez,scooter,Manhattan,2024-08-25 11:43:15.000
COU_000624,Taylor Hill,foot,Manhattan,2024-09-27 03:16:06.000
COU_000625,River Green,car,Bronx,2025-07-11 02:07:08.000
COU_000626,Quinn Anderson,foot,Brooklyn,2025-06-22 09:49:11.000
COU_000627,Jamie Phillips,foot,Bronx,2025-06-01 14:30:22.000
COU_000628,Jamie Patel,e-bike,Queens,2025-03-12 22:08:26.000
COU_000629,Alex Parker,car,Staten Island,2025-02-28 04:04:05.000
COU_000630,Avery King ,car,Manhattan,2024-08-20 23:10:35.000
COU_000631,Harper Parker,e-bike,Brooklyn,2024-11-08 01:30:38.000
COU_000632, River Campbell ,car,Queens,2024-10-11 08:24:27.000
COU_000633,Jordan Nguyen,bike,Staten Island,2024-12-16 16:20:54.000
COU_000634,Jules Rodriguez,scooter,Bronx,2025-01-01 07:58:45.000
COU_000635,Jordan Rodriguez,car,Queens,2024-08-08 12:44:39.000
COU_000636,Devon Harris,e-bike,Queens,2025-02-26 05:57:52.000
COU_000637,Riley White,e-bike,Staten Island,2024-10-20 20:07:56.000
COU_000638,Quinn Young,car,Staten Island,2025-04-14 06:46:00.000
COU_000639,Parker Rodriguez,scooter,Brooklyn,2025-03-03 05:03:52.000
COU_000640,Micah Garcia,scooter,Manhattan,2025-02-14 23:00:50.000
COU_000641,Tatum Young,e-bike,Manhattan,2024-10-24 23:23:00.000
COU_000642,Sage Perez,foot,Manhattan,2024-10-16 16:10:43.000
COU_000643,Cameron Jackson,foot,Brooklyn,2025-09-22 06:23:16.000
COU_000644,Peyton Lee,scooter,Bronx,2025-09-06 23:13:26.000
COU_000645,Tatum Green,e-bike,Brooklyn,2025-04-09 19:06:06.000
COU_000646,Hayden Wright,car,Bronx,2024-09-25 09:30:25.000
COU_000647,Devon King,e-bike,Bronx,2025-05-01 04:46:09.000
COU_000648,Drew Chen,car,Queens,2024-09-01 20:49:27.000
COU_000649,Dana Lewis,car,Queens,2024-12-02 14:16:39.000
COU_000650,Chris Hill,foot,Staten Island,2025-03-27 11:02:33.000
COU_000651,Avery Nguyen,foot,Staten Island,2024-11-26 05:36:53.000
COU_000652,Jordan Green,car,Manhattan,2024-08-09 15:11:42.000
COU_000653,Jamie Martinez,car,Staten Island,2025-03-07 06:19:10.000
COU_000654,Jamie Nelson,foot,Brooklyn,2025-06-14 16:32:33.000
COU_000655,Kendall Harris,foot,Manhattan,2025-03-12 17:30:38.000
COU_000656,Elliot White,e-bike,Queens,2025-03-08 03:16:55.000
COU_000657,Emery Davis,bike,Queens,2025-04-13 20:46:16.000
COU_000658,Cameron Clark,scooter,Staten Island,2025-09-05 17:01:00.000
COU_000659,Emery Carter,bike,Queens,2025-05-29 18:19:32.000
COU_000660,Micah Smith,car,Staten Island,2025-08-21 18:39:14.000
COU_000661,Skyler Wilson,e-bike,Manhattan,2025-04-04 07:33:33.000
COU_000662,Kendall Green,scooter,Brooklyn,2025-03-20 10:08:25.000
COU_000663,Sage Carter,bike,Brooklyn,2025-08-25 02:52:04.000
COU_000664,Cory Young,foot,Staten Island,2025-01-30 21:39:37.000
COU_000665,Chris Thomas,scooter,Bronx,2025-04-20 07:16:16.000
COU_000666,Quinn Jackson,car,Brooklyn,2025-05-15 05:04:13.000
COU_000667,Noel Phillips,bike,Queens,2024-10-27 09:20:45.000
COU_000668,Emery Harris,scooter,Bronx,2024-11-07 19:48:03.000
COU_000669,Jamie Davis,bike,Manhattan,2024-11-19 14:11:46.000
COU_000670,Chris Kim,car,Queens,2025-06-19 10:47:19.000
COU_000671,Chris Adams,car,Staten Island,2024-11-03 21:59:49.000
COU_000672,Elliot Jackson,car,Staten Island,2025-01-31 01:52:52.000
COU_000673,Dana Lewis,scooter,Queens,2025-09-13 06:45:46.000
COU_000674,Elliot Kim,scooter,Manhattan,2024-08-13 10:08:55.000
COU_000675,Arden Kim,bike,Queens,2024-10-12 13:58:50.000
COU_000676,Logan Jackson,foot,Bronx,2025-08-13 07:23:38.000
COU_000677,Harper Thomas,scooter,Queens,2025-04-03 04:35:27.000
COU_000678,Cory Thomas,foot,Manhattan,2025-06-21 16:27:09.000
COU_000679,Parker Adams,scooter,Brooklyn,2024-08-19 03:43:26.000
COU_000680,Shawn Smith,e-bike,Staten Island,2024-11-14 09:37:47.000
COU_000681,Micah Lopez,bike,Brooklyn,2025-06-07 10:54:49.000
COU_000682,Harper Phillips,scooter,Brooklyn,2024-12-11 07:06:43.000
COU_000683,Kendall Anderson,scooter,Brooklyn,2025-02-24 20:22:24.000
COU_000684,Sam Mitchell,e-bike,Staten Island,2025-07-11 06:33:48.000
COU_000685,Elliot Evans,scooter,Staten Island,2025-07-03 16:31:46.000
COU_000686,Cory Clark,bike,Staten Island,2025-09-14 09:46:29.000
COU_000687,Sam Carter,scooter,Brooklyn,2025-01-21 10:21:47.000
COU_000688,Avery Chen,e-bike,Brooklyn,2024-09-03 22:29:39.000
COU_000689,Dana Evans,foot,Brooklyn,2024-08-01 22:15:48.000
COU_000690,Jordan Young,bike,Bronx,2025-07-31 12:59:26.000
COU_000691,Rowan Walker,scooter,Manhattan,2025-01-19 20:44:59.000
COU_000692,Alex Wilson,foot,Manhattan,2025-04-08 12:37:34.000
COU_000693,Noel Scott,car,Manhattan,2024-09-05 23:02:27.000
COU_000694,Skyler Martinez,e-bike,Manhattan,2025-07-14 03:37:39.000
COU_000695,Casey Smith,e-bike,Staten Island,2025-04-22 17:23:37.000
COU_000696,Tatum Carter,e-bike,Queens,2024-11-03 23:57:21.000
COU_000697,Sam Roberts,car,Queens,2025-08-30 01:02:39.000
COU_000698,Sam King,bike,Bronx,2025-06-22 09:12:21.000
COU_000699,Noel Kim,foot,Brooklyn,2024-12-23 15:16:29.000
COU_000700,Jules Scott,car,Queens,2025-05-29 21:37:09.000
COU_000701,Morgan Brown,foot,Manhattan,2025-09-08 22:37:17.000
COU_000702,Jamie Chen,car,Staten Island,2025-07-26 14:26:39.000
COU_000703,Arden Clark,foot,Manhattan,2024-09-15 03:19:21.000
COU_000704,Riley Davis,bike,Staten Island,2025-04-17 07:21:38.000
COU_000705,Taylor King,bike,Queens,2024-09-15 21:28:10.000
COU_000706,Elliot Anderson,scooter,Queens,2024-09-29 18:35:14.000
COU_000707,Blake Garcia,scooter,Queens,2025-02-21 06:23:00.000
COU_000708,Devon Wilson,foot,Brooklyn,2024-10-04 07:03:25.000
COU_000709,Morgan Jackson,car,Bronx,2024-10-23 17:49:32.000
COU_000710,Alex Harris,foot,Brooklyn,2025-01-19 10:41:04.000
COU_000711,Sam Lee,foot,Manhattan,2025-09-09 17:39:28.000
COU_000712,Jordan Nguyen,car,Staten Island,2025-04-21 18:13:13.000
COU_000713,Devon Lee,bike,Queens,2025-04-21 00:00:12.000
COU_000714,Logan Walker,car,Manhattan,2024-08-09 17:04:01.000
COU_000715,Cameron Roberts,car,Manhattan,2025-05-23 00:22:24.000
COU_000716,Shawn Baker,scooter,Manhattan,2025-08-30 04:26:45.000
COU_000717,Dana Campbell,bike,Bronx,2024-09-28 00:18:55.000
COU_000718,Harper Parker,scooter,Brooklyn,2025-01-25 10:13:14.000
COU_000719,Drew Lewis,scooter,Queens,2024-10-31 05:27:51.000
COU_000720,Arden Martinez,bike,Manhattan,2024-09-01 09:07:28.000
COU_000721,Elliot Smith,bike,Staten Island,2025-01-17 10:41:49.000
COU_000722,Sam Hill,foot,Staten Island,2025-07-19 12:43:59.000
COU_000723,Logan Green,e-bike,Bronx,2025-06-07 07:35:27.000
COU_000724,Remy Gonzalez,car,Manhattan,2024-09-07 07:44:42.000
COU_000725,Quinn Thomas,bike,Queens,2025-04-08 08:30:05.000
COU_000726,Rowan Wilson,car,Queens,2024-10-22 16:45:44.000
COU_000727,Parker Scott,scooter,Brooklyn,2025-07-10 07:16:14.000
COU_000728,Harper Kim,foot,Brooklyn,2025-09-21 10:15:21.000
COU_000729,Rowan Wright,scooter,Staten Island,2025-04-17 18:29:55.000
COU_000730,Micah Nelson,foot,Bronx,2024-12-10 10:13:18.000
COU_000731,Blake Lewis,car,Bronx,2025-05-26 17:03:12.000
COU_000732,Elliot Thomas,bike,Manhattan,2025-03-04 18:10:34.000
COU_000733,Remy King,bike,Queens,2024-10-11 01:39:44.000
COU_000734,Quinn Anderson,scooter,Brooklyn,2025-07-11 01:02:39.000
COU_000735,Quinn Garcia,car,Queens,2024-12-20 19:47:15.000
COU_000736,Blake Chen,bike,Bronx,2025-08-10 14:05:33.000
COU_000737,Chris Jackson,foot,Bronx,2025-05-15 04:22:56.000
COU_000738,Cory Lee,foot,Brooklyn,2024-09-05 07:33:38.000
COU_000739,Casey White,e-bike,Staten Island,2025-03-19 10:04:01.000
